EVEN_NM,EVENT_TME_DC,EVEN_BGN_DT,EVEN_END_DT,HSTN_INSTT_NM,EVEN_PLAC_NM,EVENT_DETAIL_DC
2018 서울돈화문국악당 <미래의 명곡>,4회,2018-09-07,2018-09-29,서울돈화문국악당,서울돈화문국악당,"9월 7-8일에는 김대성의 '김대성 창작 가야금 4중주곡','거문고독주곡 발표회'가 열렸다. 9월 14-15일에는 김성국의 '김성국 작품 발표회', 9월 21-22일에는 음악감독 이태원의 공연, 9월 28-29일에는 KMP '새로운 음악의 세계' 공연이 있었다."
2018 시민뜨락축제,,2018-09-07,2018-10-12,(재)부산문화회관 시민회관본부,부산시민회관 야외광장,"시민들에게 보다 가깝게 다가가기 위한 무대로, 올해 상반기에도 6차례 다양한 장르의 공연이 펼쳐지면서 시민들의 많은 박수를 받았다. 축제의 마지막을 장식하는 12일에는 폴란드 출신의 월드그룹 볼로시(Vołosi)와 전통음악의 전승과 국악의 현대화, 대중화 작업에 큰 가치를 두고 창작작업을 펼쳐온 창작국악단 젊은풍류의 무대가 펼쳐졌다. 현재 유럽을 대표하는 월드뮤직 그룹 중 하나인 볼로시는 두 명의 바이올리니스트와 비올리스트, 그리고 첼리스트와 베이시스트로 이루어진 현악 5중주로, 클래식은 물론이고 재즈, 록, 팝, 집시음악 등 다양한 음악을 어우르는 감성적인 무대로 관객들을 사로잡았다."
2018 제7회 세계거리춤축제,7회,2018-09-08,2018-09-09,(사) 세계거리춤축제위원회,동대문구 장한로 일대(장한평역~장안동사거리),"(사)세계거리춤축제위원회가 주최하고 서울시와 동대문구가 후원하는 '2018 제7회 세계거리춤축제'가 8일, 9일 양일간 서울 동대문 장한로 일대에서 국내외 춤꾼들이 모여 신나는 춤판을 벌리고 막을 내렸다."
2018 춘천국제고음악제,21회,2018-09-08,2018-09-16,"춘천시, (사)춘천국제고음악제","춘천문화예술회관, 축제극장 몸짓, 국립춘천박물관","8일 저녁 7시30분 춘천문화예술회관에서 독일 바로크 음악을 시작으로 개막공연이 펼쳐졌다. 9일 오후 5시에는 축제극장 몸짓에서 프랑스 바로크 음악이 열렸으며, 11일 저녁 7시30분 춘천국립박물관에서는 국내 유망 연주자들이 서유럽의 다양한 음악을 들려주는 라이징스타가, 12일에는 바로크 음악과 함께하는 조선시대 궁중무용을 선보였다. 14일에는 스페인 & 이탈리아 바로크 음악, 15일에는 영국 바로크 음악이 펼쳐졌다.  16일 저녁7시에는 이탈리아 바로크 음악이 폐막공연의 무대를 장식했다.  특별 공연으로 15일 오전11시 춘천국립박물관에서 바로크 음악과 함께 동화구연을 들려주는 어린이를 위한 음악코너도 마련됐다."
서초 서리풀페스티벌 2018,4회,2018-09-08,2018-09-16,서초구,"반포한강공원, 예술의전당, 양재천, 서초구 일원","개청 30주년을 맞은 서초구는 '젊음으로 하나되다'라는 주제로 4회를 맞는 이번 '서리풀페스티벌'에서 오페라, 뮤지컬, 콘서트 등 20개의 문화예술 프로그램들을 선보였다."
제5회 서울국제생활예술오케스트라축제,5회,2018-09-08,2018-09-30,"서울문화재단, 세종문화회관","세종문화회관, 종로구 서촌 일대","2018년 국내생활예술오케스트라 49팀과, 세계 29개국 56명으로 구성된 서울국제생활예술오케스트라(SICO)까지 50팀이 참여하여 더욱 풍성한 축제를 만들었다."
제11회 대구국제재즈축제,11회,2018-09-09,2018-09-15,대구국제재즈축제 조직위원회,"수성아트피아 용지홀, 동성로 야외무대, 수성못 수상무대",'재즈로 하나되는 시간'이라는 주제로 공연이 펼쳐졌다.
제37회 대구음악제,37회,2018-09-10,2018-09-22,대구음악협회,"대구콘서트하우스, 대구아트홀","'노래(song)'를 주제로 다양한 형태의 장르와 구성을 준비해 '대구, 노래로 통하다'라는 타이틀로 2주간의 대장정 길에 나섰다."
"2018 DYMAF(Daegu Young Musical Artist Festival, 디마프)",3회,2018-09-11,2018-09-13,,아양아트센터 블랙바스홀,9월 11일부터 사흘간 열리는 제3회 축제에서는 뮤지컬 장르에 국한했던 기존 방식에서 벗어나 오페라나 창극 등을 접목해 장르의 범주를 음악극으로 확대한 무대로 꾸몄다. 이를 위해 지역에서 활발하게 활동하고 있는 여러 예술 단체들이 참여했다.
2018 원주다이내믹댄싱카니발,,2018-09-11,2018-09-16,"원주시, 제 36사단","원주시 따뚜공연장, 원일로, 원주일대","11일부터 6일동안 원주 따뚜공연장과 도심 곳곳에서 펼쳐지는 댄싱카니발은 국내외 230개팀,1만4000여명이 참가해 열띤 경합을 벌였다. '인디밴드,국악,스트릿 댄스,마임 등 다양한 분야의 아티스트들이 총 출동해 무대를 빛냈다."
2018 대전 국제 기타 페스티벌,11회,2018-09-12,2018-09-15,대전문화재단,"대전예술가의집, 대전시립연정국악원","올해로 11회를 맞이하는 대전국제기타페스티벌은 클래식기타를 테마로 해 전문기타리스트는 물론 처음으로 아마추어 기타리스트가 함께 어우러져 시민 누구나 가까이서 즐기고 참여할 수 있는 축제로 펼쳐지며, ‘국내·외 유명기타리스트 초청공연’, 아마추어 기타리스트 공연‘2PM Dream concert’, ‘수제기타 전시회’로 마련됐다."
2018 천안흥타령축제,,2018-09-12,2018-09-16,천안문화재단,천안삼거리공원,"‘다함께 흥겨운 춤을!’(Let’s Dance in Cheonan!)이라는 주제와 ‘흥으로! 춤으로! 천안으로!’ 슬로건을 내건 이번 천안흥타령춤축제는 12일부터 16일까지 5일 동안 천안삼거리공원, 천안예술의전당, 천안 시내 일원에서 흥을 춤으로 담아낸 다채로운 공연과 풍성한 행사로 꾸며졌다."
제22회 보령예술제,22회,2018-09-13,2018-09-16,한국예총 보령지회,"보령문화의전당특설무대, 대강당","생활문화동호회 페스티벌이 예술제 기간에 열리며, 읍면동과 시 단위 동호회 약 32팀이 참가, 통기타, 난타, 풍물, 색소폰, 하모니카, 우쿨렐레, 댄스 등 그간 갈고 닦은 실력을 선보였다."
제13회 화엄음악제,13회,2018-09-14,2018-09-16,대한불교조계종 제19교구본사,지리산 구례 화엄사,"‘진혼(鎭魂)’을 주제로 열린 화엄음악제 13번째 무대는 현재를 살아가는 슬픈 자화상에 보내는 위로와 위안의 시간으로 진행됐다. 14일 선다회의 다례의식을 시작으로 피아니스트 정현의 연주와 보컬 오마르의 노래, 나엠의 스페인 전통음악, 권송희의 판소리 랩으로 화엄음악제의 막을 올렸다."
제13회 논산예술제,13회,2018-09-14,2018-09-16,(사)한국예술문화단체총연합회 논산지회,"시민공원, 논산문화원 전시실","개막식은 14일 오후 4시 30분 시민공원에서 식전공연을 시작으로 논산예술인들의 다채로운 축하공연으로 펼쳐지며, 오후 6시 30분에는 제13회 논산시민가요제가 열린다. 15일에는 시민공원 일원에서 ‘제1회 예술하고 놀자’ 공연을 마련하였다. 16일은 제24회 논산시민을 위한 국악 대공연과 제8회 논산시 읍면동 풍물경연대회가 시민공원 특설무대와 잔디광장에서 펼쳐져 국악의 진수와 멋을 선사하였다."
2018 제7회 월드 벨리댄스 컨벤션,7회,2018-09-14,2018-09-17,(사)한국가디스벨리댄스협회,용산아트홀,2018년 9월 14일부터 17일까지 용산아트홀에서 (사)한국가디스벨리댄스협회가 주최한 <2018 제7회 월드 벨리댄스 컨벤션>이 열렸다.
제16회 대구국제오페라축제,16회,2018-09-14,2018-10-21,"대구광역시, (재)대구오페라하우스","대구오페라하우스, 대구 등지","이번 축제의 주제로 지난해와 같은 ‘OPERA and HUMAN’을 앞세우고, 여기에 ‘영원한 오페라, 꿈꾸는 사람’이라는 부제를 더해 오페라의 과거와 현재, 그리고 미래를 잇는다는 의미를 전달하고자 했다. ‘메인 오페라’ 4편 및 ‘오페라 콘체르탄테’ 외에도, 지역 내 여러 소공연장에서 펼쳐지는 ‘소극장 오페라’를 주중에 편성시킴으로써 관객들의 선택의 폭을 넓혔다."
2018 MMCA 페스티벌 예술로路오름,,2018-09-15,2018-09-16,,국립현대미술관 과천관,"이번 <2018 MMCA 페스티벌 예술로(路)오름>은‘일상을 깨자, 예술로 놀자’를 주제로 미술․무용․퍼포먼스․연극․요리 등 다양한 매체의 예술가 총 6팀이 참여하였다."
제2회 세종호수예술축제(SLAF),2회,2018-09-15,2018-09-16,세종특별자치시,세종호수공원,"세종호수예술축제는 호수공원을 중심 무대로 해서 누구나 공연을 즐길 수 있도록 공연의 문턱은 낮추고 국내 우수한 공연단체를 초청해 공연의 질은 높여 20개 이상의 다양한 공연을 관람할 수 있었다. 개막 공연은 공연 ‘달빛드론’과 여성 타악그룹 ‘제이스틱’, ‘극단 하땅세’의 가족 어린이극, 뮤지컬 배우 배해선이 ‘빌리 엘리어트 출연진’과 함께 꾸미는 ‘뮤지컬 갈라쇼’ 등으로 이뤄졌다. 폐막 공연은 ‘라퍼커션’의 거리 퍼레이드, 비보이 그룹 ‘애니메이션크루’의 댄스 공연, 아트 불꽃 퍼포먼스 그룹 ‘화랑’의 불꽃쇼로 마무리되었다."
제12회 대한민국 농악축제,12회,2018-09-15,2018-09-17,"문화재청, 강릉시",강릉농악전수관,"이번 행사는 유네스코 인류무형문화유산 등재 4주년을 맞은 강릉농악(국가무형문화재 제11-4호)을 비롯 국가무형문화재로 지정된 농악대, 강릉지역 마을농악대 등이 참여해 한바탕 놀이를 펼쳤다."
제7회 진주시민 합창 페스티벌,7회,2018-09-15,2018-09-29,진주시,경남문화예술회관 대공연장,진주시와 한국예총 진주지회가 주최하고 주관하는 '제7회 진주시민 합창 페스티벌'을 경남 문화 예술회관 대공연장에서 펼쳐졌다.
제20회 대구국제무용제,20회,2018-09-18,2018-09-20,대구무용협회,아양아트센터 아양홀,대구무용협회(회장 강정선) 주최 제20회 대구국제무용제가 18일(화)부터 20일(목)까지 3일 동안 아양아트센터 아양홀에서 열렸다. 야외 및 메인공연으로 나누어지는 이번 행사는 7개국 25개의 수준높은 작품을 선보였다.
2018 울산 전국창작음악제 <울산을 노래하다>,,2018-09-18,2018-09-20,울산시,울산문화예술회관,"‘울산을 노래하다’라는 슬로건으로 개최된 이번 음악제는 전국규모의 창작음악제로 울산의 자연과 문화, 역사를 소재로 창작한 기악곡과(관현악, 실내악) 성악곡(합창, 가곡), 음악을 기반으로 한 미디어 아트 퍼포먼스로 구성되었다."
강원연희페스티벌5&연희프린지,,2018-09-18,2018-09-22,"한국문화예술위원회, 강릉시",강릉단오제 전수교육관,"전통음악을 중심으로 하는 아트컴퍼니 해랑, (사)한국전통문화예술원 태극, 아울, 런갯마당, 푸너리 등 지역 예술단체들이 참여해 5일 동안 매일 오후 7시30분 강릉단오제전수교육관에서 다양한 프로그램을 펼쳤다."
제30회 춘천인형극제,30회,2018-09-28,2018-10-03,춘천인형극제,"춘천인형극장, 축제극장몸짓, 춘천시청 광장, 춘천시내","춘천인형극제(이사장 한기웅)는 ‘30년의 여정!인형,세상으로 번지다!’를 주제로 정하고 130회에 걸쳐 인형극을 선보였다. 공식초청작은 국내 10개,해외 8개 팀을 선정해 독일, 이탈리아 등 세계 인형극축제에서 최고 작품상을 수상하고 세계 각지에서 450회 이상 공연된 ‘Hanging By a Thread’를 비롯해 폴란드,보스니아,세르비야 등지에서 호평받은 스페인 극단의 금속 고철 인형극 ‘The game of time’ 등이 무대에 올랐다."
제15회 무룡예술제,15회,2018-09-28,2018-10-13,울산광역시 북구,"북구문화예술회관 공연장, 전시장","소리꾼 장사익과 함께 하는 우리 노래 콘서트가 올해 무룡예술제이 서막을 열었고 10월 5일에는 극단 '결' 공연, 8일에는 재즈 오케스트라의 만남, 13일에는 문수오페라단 공연이 이어진다."
2018 달성100대피아노,,2018-09-29,2018-09-30,달성군,대구 사문진 상설야외공연장,"첫날인 29일 공연은 메조소프라노 김정화의 사회로 진행되며 100인의 하모니카 연주가 시작을 알렸다. 피아니스트 임동혁, 뮤지컬배우 김소현·손준호 부부, 한국 대표 바리톤 4총사 고성현·우주호·한명원·제상철, 환상의 듀오 첼리스트 조영창·피아니스트 김영호, 글로벌 퓨전 뮤직 앙상블인 풍류21과 피아니스트 최훈락의 협연 등이 이어졌다. 30일 공연에는 박종훈과 100인 피아니스트의 협연, 가수 윤종신과 뮤지컬배우 임태경, 재즈보컬리스트 웅산 등이 무대에 올랐다. 피아니스트 양성원, 첼리스트 송영훈, 소프라노 김혜경, 국악인 안이호와 이승희 등도 출연했다."
2018 제21회 서울세계무용축제,21회,2018-10-01,2018-10-19,국제무용협회(CID-UNESCO)한국본부,"예술의전당 자유소극장, 서강대학교 메리홀 대극장, KOCCA 콘텐츠문화광장","올해 시댄스는 전 지구적 문제인 ‘난민’을 주제로, 국내외 예술가들의 프로그램을 마련하여 우리가 마주한 현재의 난민 문제를 조명하는 핀란드, 포르투갈, 벨기에, 프랑스, 영국, 스페인, 독일, 룩셈부르크, 시리아, 중국, 일본, 한국 등 유럽∙아프리카∙중남미∙중동∙아시아 26개국 60개 단체의 53개 작품을 만나보았다."
2018 제36회 제물포예술제,36회,2018-10-02,2018-10-02,사)한국예술문화단체총연합회 인천광역시연합회,인천문화예술회관 소공연장,"인천예총 산하 5개 예술단체가 주관하는 올해 제물포예술제는 장르를 넘나들면서 진행됐다. 100분간 진행될 축제의 시작은 음악협회가 마련한 웨스트윈드 앙상블의 '스크린 뮤직'으로 시작해 연극협회의 '트로컬 방자전', 무용협회의 전통무용으로 이어졌다. 공연 후반부는 국악협회가 마련한 국악인 박규희·한승주, 타악그룹 타투가 출연해 신민요(가시버시사랑, 배띄어라, 동해바다)와 사물굿판으로 시작됐으며 마지막은 연예예술인협회의 가수 임예진과 유기화, 걸그룹 비타민엔젤이 펼치는 가을향기 '작은음악콘서트'로 장식되었다. 또한 이날 인천예총은 부대행사로 올해 개최된 한중미술사진교류전의 출품작품을 기증받아 불우예술인 돕기 기금 마련을 위한 전시 및 바자회도 개최했다."
